   5.0000000e+02   1.2262896e-13   0.0000000e+00   3.9203141e-07  -1.2522480e-03  -0.0000000e+00   9.9999961e-01   0.0000000e+00   0.0000000e+00
   4.9999443e+02   1.0014471e+01   0.0000000e+00   2.2126229e-07  -9.3252495e-04   0.0000000e+00   9.9999978e-01   0.0000000e+00   0.0000000e+00
   4.9999062e+02   2.0028944e+01   0.0000000e+00   9.3217385e-08  -6.0055044e-04   0.0000000e+00   9.9999991e-01   0.0000000e+00   0.0000000e+00
   4.9998838e+02   3.0043417e+01   0.0000000e+00   2.5992345e-08  -3.0760419e-04   0.0000000e+00   9.9999997e-01   0.0000000e+00   0.0000000e+00
   4.9998751e+02   4.0057890e+01   0.0000000e+00   2.4386617e-09  -5.3721543e-05   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   4.9998781e+02   5.0072363e+01   0.0000000e+00   7.6778021e-09   1.6106687e-04   0.0000000e+00   9.9999999e-01   0.0000000e+00   0.0000000e+00
   4.9998908e+02   6.0086836e+01   0.0000000e+00   2.9110178e-08   3.3673516e-04   0.0000000e+00   9.9999997e-01   0.0000000e+00   0.0000000e+00
   4.9999114e+02   7.0101308e+01   0.0000000e+00   5.6422736e-08   4.7326214e-04   0.0000000e+00   9.9999994e-01   0.0000000e+00   0.0000000e+00
   4.9999379e+02   8.0115781e+01   0.0000000e+00   8.1595175e-08   5.7063135e-04   0.0000000e+00   9.9999992e-01   0.0000000e+00   0.0000000e+00
   4.9999682e+02   9.0130254e+01   0.0000000e+00   9.8904779e-08   6.2883107e-04   0.0000000e+00   9.9999990e-01   0.0000000e+00   0.0000000e+00
   5.0000005e+02   1.0014473e+02   0.0000000e+00   1.0492986e-07   6.4785428e-04   0.0000000e+00   9.9999990e-01   0.0000000e+00   0.0000000e+00
   5.0000327e+02   1.1015920e+02   0.0000000e+00   9.8551831e-08   6.2769868e-04   0.0000000e+00   9.9999990e-01   0.0000000e+00   0.0000000e+00
   5.0000630e+02   1.2017367e+02   0.0000000e+00   8.0955863e-08   5.6836671e-04   0.0000000e+00   9.9999992e-01   0.0000000e+00   0.0000000e+00
   5.0000893e+02   1.3018814e+02   0.0000000e+00   5.5630186e-08   4.6986551e-04   0.0000000e+00   9.9999994e-01   0.0000000e+00   0.0000000e+00
   5.0001097e+02   1.4020262e+02   0.0000000e+00   2.8363980e-08   3.3220696e-04   0.0000000e+00   9.9999997e-01   0.0000000e+00   0.0000000e+00
   5.0001222e+02   1.5021709e+02   0.0000000e+00   7.2438894e-09   1.5540765e-04   0.0000000e+00   9.9999999e-01   0.0000000e+00   0.0000000e+00
   5.0001248e+02   1.6023156e+02   0.0000000e+00   2.6491487e-09  -6.0511104e-05   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   5.0001157e+02   1.7024604e+02   0.0000000e+00   2.7245329e-08  -3.1552327e-04   0.0000000e+00   9.9999997e-01   0.0000000e+00   0.0000000e+00
   5.0000929e+02   1.8026051e+02   0.0000000e+00   9.5976706e-08  -6.0959809e-04   0.0000000e+00   9.9999990e-01   0.0000000e+00   0.0000000e+00
   5.0000543e+02   1.9027498e+02   0.0000000e+00   2.2605725e-07  -9.4270009e-04   0.0000000e+00   9.9999977e-01   0.0000000e+00   0.0000000e+00
   4.9999981e+02   2.0028945e+02   0.0000000e+00   4.2984319e-07  -1.3050899e-03   0.0000000e+00   9.9999957e-01   0.0000000e+00   0.0000000e+00
   4.9999244e+02   2.1030392e+02   0.0000000e+00   6.2892602e-07  -1.5846505e-03   0.0000000e+00   9.9999937e-01   0.0000000e+00   0.0000000e+00
   4.9998412e+02   2.2031839e+02   0.0000000e+00   7.0252535e-07  -1.6763026e-03   0.0000000e+00   9.9999930e-01   0.0000000e+00   0.0000000e+00
   4.9997584e+02   2.3033286e+02   0.0000000e+00   6.1956421e-07  -1.5726034e-03   0.0000000e+00   9.9999938e-01   0.0000000e+00   0.0000000e+00
   4.9996856e+02   2.4034733e+02   0.0000000e+00   4.1039255e-07  -1.2734902e-03   0.0000000e+00   9.9999959e-01   0.0000000e+00   0.0000000e+00
   4.9996327e+02   2.5036180e+02   0.0000000e+00   1.6262544e-07  -7.7878245e-04   0.0000000e+00   9.9999984e-01   0.0000000e+00   0.0000000e+00
   4.9996094e+02   2.6037628e+02   0.0000000e+00   2.1407526e-08  -8.8181744e-05   0.0000000e+00   9.9999998e-01   0.0000000e+00   0.0000000e+00
   4.9996257e+02   2.7039075e+02   0.0000000e+00   1.8985115e-07   7.9872830e-04   0.0000000e+00   9.9999981e-01   0.0000000e+00   0.0000000e+00
   4.9996913e+02   2.8040522e+02   0.0000000e+00   9.2964924e-07   1.8824819e-03   0.0000000e+00   9.9999907e-01   0.0000000e+00   0.0000000e+00
   4.9998161e+02   2.9041969e+02   0.0000000e+00   2.5618646e-06   3.1637313e-03   0.0000000e+00   9.9999744e-01   0.0000000e+00   0.0000000e+00
   5.0000100e+02   3.0043414e+02   0.0000000e+00   5.3586475e-06   4.6016549e-03   0.0000000e+00   9.9999464e-01   0.0000000e+00   0.0000000e+00
   5.0002740e+02   3.1044858e+02   0.0000000e+00   8.2502902e-06   5.7377043e-03   0.0000000e+00   9.9999175e-01   0.0000000e+00   0.0000000e+00
   5.0005775e+02   3.2046300e+02   0.0000000e+00   9.4674715e-06   6.1536800e-03   0.0000000e+00   9.9999053e-01   0.0000000e+00   0.0000000e+00
   5.0008832e+02   3.3047743e+02   0.0000000e+00   8.4854699e-06   5.8204326e-03   0.0000000e+00   9.9999151e-01   0.0000000e+00   0.0000000e+00
   5.0011534e+02   3.4049187e+02   0.0000000e+00   5.6804741e-06   4.7387216e-03   0.0000000e+00   9.9999432e-01   0.0000000e+00   0.0000000e+00
