   3.1830989e+00   1.3877790e-16   0.0000000e+00   6.1558297e-03  -1.5643446e-01  -0.0000000e+00   9.9384417e-01   0.0000000e+00   0.0000000e+00
   3.1439096e+00   4.9794637e-01   0.0000000e+00   2.4471742e-02  -3.0901699e-01  -0.0000000e+00   9.7552826e-01   0.0000000e+00   0.0000000e+00
   3.0273069e+00   9.8363164e-01   0.0000000e+00   9.5491503e-02  -5.8778525e-01  -0.0000000e+00   9.0450850e-01   0.0000000e+00   0.0000000e+00
   2.8361619e+00   1.4450966e+00   0.0000000e+00   2.0610737e-01  -8.0901699e-01  -0.0000000e+00   7.9389263e-01   0.0000000e+00   0.0000000e+00
   2.5751811e+00   1.8709786e+00   0.0000000e+00   3.4549150e-01  -9.5105652e-01  -0.0000000e+00   6.5450850e-01   0.0000000e+00   0.0000000e+00
   2.2507908e+00   2.2507908e+00   0.0000000e+00   5.0000000e-01  -1.0000000e+00  -0.0000000e+00   5.0000000e-01   0.0000000e+00   0.0000000e+00
   1.8709786e+00   2.5751811e+00   0.0000000e+00   6.5450850e-01  -9.5105652e-01  -0.0000000e+00   3.4549150e-01   0.0000000e+00   0.0000000e+00
   1.4450966e+00   2.8361619e+00   0.0000000e+00   7.9389263e-01  -8.0901699e-01  -0.0000000e+00   2.0610737e-01   0.0000000e+00   0.0000000e+00
   9.8363164e-01   3.0273069e+00   0.0000000e+00   9.0450850e-01  -5.8778525e-01  -0.0000000e+00   9.5491503e-02   0.0000000e+00   0.0000000e+00
   4.9794637e-01   3.1439096e+00   0.0000000e+00   9.7552826e-01  -3.0901699e-01  -0.0000000e+00   2.4471742e-02   0.0000000e+00   0.0000000e+00
  -2.0255374e-15   3.1830989e+00   0.0000000e+00   1.0000000e+00   8.9184145e-16  -0.0000000e+00   1.9884529e-31  -0.0000000e+00   0.0000000e+00
  -4.9794637e-01   3.1439096e+00   0.0000000e+00   9.7552826e-01   3.0901699e-01  -0.0000000e+00   2.4471742e-02  -0.0000000e+00   0.0000000e+00
  -9.8363164e-01   3.0273069e+00   0.0000000e+00   9.0450850e-01   5.8778525e-01  -0.0000000e+00   9.5491503e-02  -0.0000000e+00   0.0000000e+00
  -1.4450966e+00   2.8361619e+00   0.0000000e+00   7.9389263e-01   8.0901699e-01  -0.0000000e+00   2.0610737e-01  -0.0000000e+00   0.0000000e+00
  -1.8709786e+00   2.5751811e+00   0.0000000e+00   6.5450850e-01   9.5105652e-01  -0.0000000e+00   3.4549150e-01  -0.0000000e+00   0.0000000e+00
  -2.2507908e+00   2.2507908e+00   0.0000000e+00   5.0000000e-01   1.0000000e+00  -0.0000000e+00   5.0000000e-01  -0.0000000e+00   0.0000000e+00
  -2.5751811e+00   1.8709786e+00   0.0000000e+00   3.4549150e-01   9.5105652e-01  -0.0000000e+00   6.5450850e-01  -0.0000000e+00   0.0000000e+00
  -2.8361619e+00   1.4450966e+00   0.0000000e+00   2.0610737e-01   8.0901699e-01  -0.0000000e+00   7.9389263e-01  -0.0000000e+00   0.0000000e+00
  -3.0273069e+00   9.8363164e-01   0.0000000e+00   9.5491503e-02   5.8778525e-01  -0.0000000e+00   9.0450850e-01  -0.0000000e+00   0.0000000e+00
  -3.1439096e+00   4.9794637e-01   0.0000000e+00   2.4471742e-02   3.0901699e-01  -0.0000000e+00   9.7552826e-01  -0.0000000e+00   0.0000000e+00
  -3.1830989e+00   3.8857806e-16   0.0000000e+00   6.1558297e-03   1.5643446e-01  -0.0000000e+00   9.9384417e-01  -0.0000000e+00   0.0000000e+00
